Geo,Year,SFDU,MFDU,GQDU
1882,2045,40,695,2
1883,2045,267,737,2
1884,2045,54,838,2
1885,2045,10,265,2
1886,2045,11,276,2
1887,2045,20,315,2
1888,2045,6,116,2
1889,2045,20,494,2
1890,2045,9,207,2
1891,2045,47,583,2
1892,2045,47,505,2
1893,2045,6,127,2
1894,2045,10,235,2
1895,2045,26,674,2
1896,2045,8,242,2
1897,2045,11,310,2
1898,2045,6,138,2
1899,2045,9,241,2
1900,2045,18,310,2
1901.01,2045,1471,536,2
1901.02,2045,237,86,2
1901.03,2045,141,51,2
1902,2045,617,392,2
1903,2045,492,1168,2
1904,2045,66,24,2
1905,2045,2083,1521,2
1906.01,2045,94,78,2
1906.02,2045,351,287,2
1907,2045,218,37,2
1908,2045,2322,875,2
1909,2045,64,10,2
1910,2045,74,26,2
1911,2045,673,249,2
1912,2045,432,158,2
1913,2045,430,480,2
1914,2045,340,377,2
1915,2045,62,976,2
1916,2045,51,612,2
1917,2045,25,380,2
1918,2045,204,1326,2
1919,2045,290,1729,2
1920,2045,310,1177,2
1921,2045,79,360,2
1922,2045,131,770,2
1923,2045,37,142,2
1924,2045,180,587,2
1925,2045,198,784,2
1926,2045,45,183,2
1927,2045,61,228,2
1928,2045,484,630,2
1929,2045,33,198,2
1930,2045,46,464,2
1931,2045,732,1533,2
1932,2045,173,431,2
1933,2045,350,453,2
1934,2045,201,260,2
1935,2045,991,1186,2
1936,2045,517,675,2
1937,2045,297,265,2
1938,2045,845,1098,2
1939,2045,435,393,2
1940,2045,724,634,2
1941,2045,112,149,2
1942,2045,3,22,2
1943.01,2045,21,289,2
1943.02,2045,1,12,2
1943.03,2045,24,237,2
1944.01,2045,78,17,2
1944.02,2045,190,37,2
1944.03,2045,540,100,2
1944.04,2045,334,61,2
1944.05,2045,480,98,2
1944.06,2045,952,177,2
1945.01,2045,75,83,2
1945.02,2045,468,523,2
1945.03,2045,289,310,2
1946,2045,107,120,2
1947,2045,80,897,2
1948,2045,85,606,2
1949,2045,74,612,2
1950,2045,191,1118,2
1951,2045,95,809,2
1952,2045,349,706,2
1953,2045,101,903,2
1954,2045,222,1661,2
1955,2045,96,557,2
1956,2045,47,259,2
1957,2045,1071,307,2
1958,2045,541,155,2
1959,2045,134,1010,2
1960,2045,105,606,2
1961,2045,466,923,2
1962,2045,658,1409,2
1963,2045,548,562,2
1964,2045,165,157,2
1965,2045,80,364,2
1966.01,2045,98,97,2
1966.02,2045,179,175,2
1967,2045,394,387,2
1968.01,2045,1071,267,2
1968.02,2045,277,68,2
1969.01,2045,693,266,2
1969.02,2045,275,105,2
1970,2045,246,233,2
1971,2045,419,165,2
1972.01,2045,87,80,2
1972.02,2045,299,281,2
1972.03,2045,52,48,2
1972.04,2045,253,244,2
1973.01,2045,832,321,2
1973.02,2045,179,67,2
1973.03,2045,561,215,2
1973.04,2045,671,260,2
1974,2045,641,605,2
1975,2045,334,1234,2
1976,2045,647,1411,2
1977,2045,132,596,2
1978,2045,256,1586,2
1979,2045,166,1965,2
1980,2045,128,1239,2
1981,2045,234,1080,2
1982,2045,1860,1520,2
1983,2045,24,197,2
1984,2045,113,919,2
1985,2045,145,1152,2
1986,2045,845,2995,2
1987,2045,130,966,2
1988,2045,47,512,2
1989.01,2045,581,1973,2
1989.02,2045,46,157,2
1989.03,2045,19,63,2
1990,2045,1231,1118,2
1991,2045,109,106,2
1992,2045,83,80,2
1993,2045,8,20,2
1994,2045,169,343,2
1995,2045,13,39,2
1996,2045,337,908,2
1997,2045,33,250,2
1998,2045,466,1388,2
1999,2045,238,386,2
2000,2045,461,756,2
2001,2045,339,535,2
2002,2045,666,217,2
2003,2045,747,520,2
2004,2045,23,117,2
2005,2045,19,131,2
2006.01,2045,691,601,2
2006.02,2045,44,39,2
2007,2045,1448,1486,2
2008,2045,74,1046,2
2009,2045,112,330,2
2010,2045,100,102,2
2011,2045,112,726,2
2012.01,2045,34,184,2
2012.02,2045,14,52,2
2013.01,2045,70,413,2
2013.02,2045,13,66,2
2014,2045,350,608,2
2015,2045,217,376,2
2016,2045,32,56,2
2017,2045,150,256,2
2018.01,2045,86,72,2
2018.02,2045,66,55,2
2018.03,2045,149,123,2
2019,2045,200,342,2
2020,2045,689,597,2
2021,2045,717,600,2
2022,2045,113,95,2
2023,2045,730,622,2
2024,2045,158,160,2
2025.01,2045,113,114,2
2025.02,2045,63,64,2
2025.03,2045,50,51,2
2026,2045,213,213,2
2027,2045,180,180,2
2028,2045,798,807,2
2029,2045,149,149,2
2030,2045,145,147,2
2031,2045,96,275,2
2032,2045,98,261,2
2033,2045,639,1872,2
2034,2045,1000,2308,2
2035,2045,296,1364,2
2036.01,2045,781,78,2
2036.02,2045,123,46,2
2036.03,2045,62,2,2
2037,2045,83,721,2
2038,2045,1092,1742,2
2039,2045,190,395,2
2040,2045,120,348,2
2041,2045,101,710,2
2042,2045,143,1443,2
2043,2045,48,351,2
2044.01,2045,2614,707,2
2044.02,2045,244,67,2
2045,2045,3520,944,2
2046,2045,50,98,2
2047.01,2045,559,1370,2
2047.02,2045,69,59,2
2048,2045,22,846,2
2049,2045,216,1356,2
2050,2045,53,336,2
2051,2045,88,570,2
2052,2045,754,855,2
2053,2045,100,614,2
2054,2045,535,633,2
2055,2045,76,463,2
2056,2045,48,309,2
2057,2045,111,722,2
2058,2045,84,375,2
2059,2045,2442,1295,2
2060,2045,1011,864,2
2061.01,2045,142,67,2
2061.02,2045,409,177,2
2062.01,2045,68,361,2
2062.02,2045,472,1300,2
2062.03,2045,183,1189,2
2063.01,2045,45,57,2
2063.02,2045,1139,493,2
2064,2045,505,189,2
2065,2045,1334,501,2
2066.01,2045,134,201,2
2066.02,2045,293,438,2
2067,2045,369,1002,2
2068,2045,231,2517,2
2069.01,2045,128,416,2
2069.02,2045,449,945,2
2070,2045,462,972,2
2071,2045,24,778,2
2072,2045,244,1429,2
2073.01,2045,626,212,2
2073.02,2045,2044,696,2
2073.03,2045,2043,2879,2
2074.01,2045,245,91,2
2074.02,2045,32,62,2
2075.01,2045,1119,715,2
2075.02,2045,949,605,2
2076.01,2045,381,243,2
2076.02,2045,526,338,2
2076.03,2045,515,327,2
2077,2045,40,607,2
2078,2045,12,198,2
2079.01,2045,85,131,2
2079.02,2045,849,1456,2
2080.01,2045,14,23,2
2080.02,2045,97,145,2
2080.03,2045,76,130,2
2080.04,2045,105,176,2
2081,2045,629,722,2
2082,2045,1531,2614,2
2083,2045,326,295,2
2084,2045,172,145,2
2085.01,2045,396,356,2
2085.02,2045,1736,1563,2
2086.01,2045,90,295,2
2086.02,2045,32,263,2
2086.03,2045,52,162,2
2087,2045,50,380,2
2088,2045,121,1299,2
2089.01,2045,539,8,201
2089.02,2045,547,11,201
2089.03,2045,42,1,2
2089.04,2045,202,102,201
2090,2045,607,86,2
2091,2045,65,380,2
2092,2045,13,107,2
2093,2045,32,265,2
2094,2045,2,72,2
2095,2045,9,388,2
2096.01,2045,143,839,2
2096.02,2045,103,563,2
2097,2045,136,253,2
2098,2045,372,575,2
2099.01,2045,83,158,2
2099.02,2045,377,712,2
2100,2045,444,858,2
2101,2045,109,193,2
2102,2045,289,515,2
2103,2045,17,22,2
2104,2045,100,178,2
2105,2045,119,211,2
2106,2045,1300,1440,2
2107,2045,14,57,2
2108,2045,187,363,2
2109,2045,111,196,2
2110,2045,109,212,2
2111.01,2045,45,88,2
2111.02,2045,606,65,2
2112.01,2045,135,8,2
2112.02,2045,392,11,2
2112.03,2045,48,2,2
2112.04,2045,85,2,2
2112.05,2045,7,0,2
2112.06,2045,87,3,2
2113,2045,46,257,2
2114.01,2045,141,290,2
2114.02,2045,52,332,2
2114.03,2045,10,55,2
2115.01,2045,63,263,2
2115.02,2045,90,452,2
2116.01,2045,110,213,2
2116.02,2045,20,40,2
2117.01,2045,81,161,2
2117.02,2045,25,74,2
2118,2045,81,216,2
2119,2045,73,193,2
2120,2045,57,145,2
2121,2045,29,73,2
2122,2045,182,206,2
2123,2045,17,20,2
2124,2045,3,25,2
2125,2045,293,1825,2
2126,2045,132,1506,2
2127,2045,118,1245,2
2128,2045,431,2430,2
2129,2045,127,790,2
2130,2045,153,1027,2
2131,2045,97,1525,2
2132,2045,207,2254,2
2133,2045,168,1577,2
2134,2045,116,1033,2
2135,2045,154,2001,2
2136,2045,195,1360,2
2137,2045,254,1340,2
2138,2045,580,1839,2
2139,2045,250,1064,2
2140,2045,393,1323,2
2141,2045,130,703,2
2142,2045,755,2077,2
2143,2045,34,1069,2
2144,2045,305,2269,2
2145,2045,425,1979,2
2146,2045,342,1777,2
2147,2045,249,1998,2
2148,2045,168,893,2
2149,2045,19,298,2
2150,2045,614,2219,2
2151,2045,3,99,2
2152,2045,12,344,2
2153,2045,7,205,2
2154,2045,11,364,2
2155,2045,23,537,2
2156,2045,9,425,2
2157,2045,7,342,2
2158,2045,21,624,2
2159,2045,10,161,2
