"Geo","Year","HhPropIncQ1","HhPropIncQ2","HhPropIncQ3","HhPropIncQ4"
1676.03,2019,0.191309878065846,0.374630962151336,0.236526372704388,0.19753278707843
1677,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1678,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1679,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1680,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1681,2019,0.255703702417355,0.299451985213278,0.261634435077923,0.183209877291444
1682.01,2019,0.260301410078533,0.294080361490427,0.263427434606326,0.182190793824714
1682.02,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1683,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1684,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1685,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1686,2019,0.260441363913449,0.293361814554268,0.263626503517751,0.182570318014532
1687,2019,0.114270506379912,0.122468181800402,0.29649228481437,0.466769027005316
1688.01,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1688.02,2019,0.260641832088812,0.293595704447888,0.263583595741188,0.182178867722112
1688.03,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1689.01,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1689.02,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1689.03,2019,0.260678968502324,0.293639249976721,0.263574673649277,0.182107107871677
1690.01,2019,0.262182933630628,0.293465825486442,0.262519485762014,0.181831755120916
1690.02,2019,0.261280053969053,0.28650343831764,0.26081923800029,0.191397269713017
1691,2019,0.249389563218334,0.259070812306614,0.259649218524874,0.231890405950179
1692,2019,0.244434399127727,0.23909918014114,0.256341448402189,0.260124972328944
1693,2019,0.24062498439426,0.237343510225646,0.257993066241891,0.264038439138204
1694,2019,0.245634363550298,0.246421826858913,0.258069405627506,0.249874403963283
1695,2019,0.295899244234901,0.329701241193031,0.256096289267486,0.118303225304582
1696,2019,0.427459681859146,0.375170186351366,0.148634035851133,0.0487360959383562
1697,2019,0.339263777425149,0.346370386374974,0.219642327996763,0.0947235082031142
1698,2019,0.298370662682935,0.281574178317754,0.262292511384253,0.157762647615058
1699,2019,0.227959326879336,0.35647523657616,0.266836725145551,0.148728711398954
1700,2019,0.117586013156748,0.133789226401628,0.28729163646252,0.461333123979103
1701,2019,0.107284923747967,0.117713716591082,0.283039643471312,0.491961716189638
1702,2019,0.0988903215554739,0.111998798216887,0.266372815063875,0.522738065163763
1703,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1704.01,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1704.02,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1704.03,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1705,2019,0.353662874618513,0.372771479792616,0.182493370085737,0.0910722755031338
1706,2019,0.306482100454199,0.259974609773997,0.246542727095601,0.187000562676202
1707,2019,0.116375593926591,0.14788767122244,0.400651743900372,0.335084990950598
1708,2019,0.0541784059436105,0.0839949648542156,0.267571585527918,0.594255043674256
1709,2019,0.10865232687807,0.117470819079408,0.160162595481736,0.613714258560787
1710,2019,0.108704462672573,0.117485002083838,0.16011582920117,0.613694706042419
1711,2019,0.116451008453557,0.107544273809618,0.189364162387236,0.586640555349589
1712,2019,0.108704098282714,0.117441434358817,0.160476259657071,0.613378207701398
1713,2019,0.108701890678602,0.117488302586269,0.160106118223047,0.613703688512081
1714,2019,0.1086948848352,0.117469772250804,0.160305782964792,0.613529559949204
1715,2019,0.0493251685977927,0.0783510956259386,0.256218231585611,0.616105504190657
1716,2019,0.106283154312261,0.112329182272976,0.259328602685068,0.522059060729695
1717,2019,0.097854709469907,0.203453122977449,0.241268566147487,0.457423601405157
1718,2019,0.106798289167082,0.108202419947445,0.260135698758037,0.524863592127436
1719,2019,0.107488021157955,0.107227799071167,0.260160364210972,0.525123815559906
1720,2019,0.250873648218218,0.20451523630991,0.217441098755128,0.327170016716744
1721,2019,0.250901251962505,0.204594103129425,0.217338095686566,0.327166549221503
1722,2019,0.246909964857803,0.201587635898516,0.215183282975477,0.336319116268204
1723,2019,0.250242765750322,0.20409730733059,0.216864377662536,0.328795549256552
1724,2019,0.201077363017661,0.206317501781154,0.22475746918444,0.367847666016744
1725.01,2019,0.251000568329933,0.20618734370288,0.219025309490672,0.323786778476514
1725.02,2019,0.251214803842386,0.204747025331782,0.217339062325968,0.326699108499864
1726.01,2019,0.241259989653939,0.198821870982207,0.213249303433445,0.346668835930409
1726.02,2019,0.23480270018909,0.191565822780469,0.206823614762434,0.366807862268006
1727,2019,0.183662432695956,0.285680294319115,0.289709293763327,0.240947979221602
1728.01,2019,0.238455502482383,0.290528583864252,0.317767490347035,0.15324842330633
1728.02,2019,0.235397901601288,0.290273700120751,0.316219624156637,0.158108774121325
1729.01,2019,0.183676994997867,0.28573073820852,0.289751773002729,0.240840493790885
1729.02,2019,0.183676994997867,0.28573073820852,0.289751773002729,0.240840493790885
1730.01,2019,0.238452414082015,0.290549347367635,0.31779179913835,0.153206439412
1730.02,2019,0.235403648454613,0.290281146590319,0.316231108790323,0.158084096164745
1731.01,2019,0.187979340352393,0.245427314317811,0.264720774269517,0.301872571060279
1731.02,2019,0.188044428453088,0.245592153851503,0.264569330986972,0.301794086708436
1731.03,2019,0.189251613523753,0.247027710032835,0.265515057631287,0.298205618812125
1732,2019,0.331429092580816,0.319901160350376,0.224904707909228,0.123765039159579
1733,2019,0.202327911065805,0.321128387663791,0.267311725114231,0.209231976156173
1734,2019,0.208035110686228,0.309955687099475,0.228285032138056,0.253724170076241
1735,2019,0.0965678711091776,0.183053783968649,0.362502916601356,0.357875428320818
1736,2019,0.20030405301997,0.318181374582163,0.320187714851105,0.161326857546762
1737,2019,0.173984608037055,0.294169862131642,0.299493972839696,0.232351556991606
1738,2019,0.170229473191511,0.288587255897112,0.297155838614268,0.244027432297108
1739.01,2019,0.18799246687604,0.245337342639589,0.264705483634767,0.301964706849604
1739.02,2019,0.188282684671617,0.24559737716345,0.26501080685276,0.301109131312173
1739.03,2019,0.188465920148083,0.245761555758297,0.265203579474488,0.300568944619132
1740,2019,0.365212290169586,0.276772955374005,0.216342328649833,0.141672425806577
1741.01,2019,0.193299153537199,0.24611137087335,0.263913469661904,0.296676005927547
1741.02,2019,0.191559932057461,0.245216871673696,0.263176204024533,0.300046992244311
1741.03,2019,0.19253274911592,0.245184020277898,0.26275918263362,0.299524047972563
1742.01,2019,0.39100463037705,0.239666890106367,0.178362486661846,0.190965992854736
1742.02,2019,0.397267518518722,0.238263210626134,0.174997259832207,0.189472011022937
1743,2019,0.396645663570882,0.23841357095427,0.175331773170434,0.189608992304414
1744.01,2019,0.106098428845432,0.172946834852025,0.327016215626928,0.393938520675616
1744.02,2019,0.0983588186878916,0.171210650266077,0.331057054768636,0.399373476277395
1745,2019,0.107612378693359,0.187255570690465,0.331453956475443,0.373678094140733
1746,2019,0.284721020510358,0.320183342472773,0.30427819206431,0.09081744495256
1747,2019,0.317558658158628,0.29982045859043,0.275403023940953,0.107217859309989
1748,2019,0.354536262936513,0.372314980504098,0.182396098432041,0.0907526581273472
1749,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1750.01,2019,0.190305779430613,0.407923602313487,0.303560559988043,0.0982100582678572
1750.02,2019,0.186922993838342,0.408293381088315,0.303390663142621,0.101392961930722
1750.03,2019,0.187532403493997,0.406592099709269,0.3060216509905,0.0998538458062339
1751,2019,0.183431028030974,0.340236146711981,0.345171226010883,0.131161599246162
1752.01,2019,0.386375888689303,0.252815211397102,0.246510176590288,0.114298723323308
1752.02,2019,0.242260878884469,0.36357891114651,0.287372270684117,0.106787939284904
1753.01,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1753.02,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1753.03,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1754.01,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1754.02,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1754.03,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1755,2019,0.191323745509214,0.374668795260592,0.236527742595145,0.197479716635049
1756,2019,0.190773930130302,0.373728395360055,0.236761823579625,0.198735850930018
1757,2019,0.0385150175871253,0.113249424550258,0.301700887378729,0.546534670483887
1758,2019,0.119612671380442,0.180944766188578,0.230432167849158,0.469010394581821
1759,2019,0.102420383412111,0.15011417363049,0.335889096820299,0.4115763461371
1760,2019,0.0382957676223098,0.112728635997601,0.301785346922697,0.547190249457392
1761,2019,0.395053113538535,0.238297580635514,0.176530006564055,0.190119299261896
1762,2019,0.101825751330881,0.149904734541866,0.335862413687872,0.412407100439382
1763,2019,0.108490807119451,0.141458908142157,0.230971122688441,0.519079162049952
1764,2019,0.108241513046371,0.141468645512843,0.230191841153908,0.520098000286878
1765,2019,0.0921034379837316,0.0980542779996772,0.186654842239613,0.623187441776978
1766,2019,0.13413178446284,0.199239568125184,0.19917863438713,0.467450013024846
1767,2019,0.254277800142688,0.226917887827975,0.278789145144159,0.240015166885178
1768,2019,0.35840295911034,0.317375388622658,0.21091850056629,0.113303151700712
1769,2019,0.222919224376107,0.264559849316721,0.290588959183964,0.221931967123208
1770.01,2019,0.134353696359383,0.114874575712457,0.145872307807047,0.604899420121113
1770.02,2019,0.132856710875638,0.109689010226667,0.141505497866259,0.615948781031436
1771,2019,0.22447930420656,0.214023604519972,0.296373289732165,0.265123801541303
1772,2019,0.212326318072389,0.201921962599883,0.26329594152475,0.322455777802978
1773,2019,0.132856710875638,0.109689010226667,0.141505497866259,0.615948781031436
1774,2019,0.132581691702864,0.109835977881444,0.14161263901565,0.615969691400042
1775,2019,0.0836253063496527,0.137219456827623,0.162934928344248,0.616220308478476
1776,2019,0.104695794244818,0.148022530666814,0.183755546560033,0.563526128528335
1777,2019,0.107931568324787,0.0979384606243716,0.228999328504196,0.565130642546645
1778,2019,0.23618630609342,0.197947698297375,0.187819810231114,0.378046185378092
1779,2019,0.235879032452219,0.197563350163998,0.188651518996586,0.377906098387197
1780,2019,0.107114837756104,0.0968204872652483,0.229809472266491,0.566255202712157
1781,2019,0.0928318918204102,0.0995549829748268,0.187152963599888,0.620460161604875
1782,2019,0.0921094231002832,0.0978564564992192,0.186941060504037,0.623093059896461
1783,2019,0.110444062947479,0.143083139234771,0.229893032368546,0.516579765449204
1784,2019,0.233622123022672,0.287153474978811,0.261916355926648,0.217308046071869
1785,2019,0.292420447835632,0.277232503037003,0.239388881226577,0.190958167900788
1786,2019,0.235329768504748,0.313733274520497,0.277744964098903,0.173191992875852
1787,2019,0.234869842803545,0.313812974387051,0.277945152719103,0.173372030090301
1788,2019,0.115566284232759,0.110869788765759,0.232893153852778,0.540670773148704
1789,2019,0.154758110171328,0.172225920293512,0.322914353859652,0.350101615675508
1790,2019,0.233281478282074,0.320642813146474,0.290362349328005,0.155713359243447
1791,2019,0.276310328451435,0.201202508727536,0.263152100649435,0.259335062171594
1792,2019,0.1973162544706,0.192251917951344,0.2926614782378,0.317770349340256
1793.01,2019,0.185108893180975,0.188152514414117,0.295690728795848,0.33104786360906
1793.02,2019,0.185329330164718,0.188158633251303,0.295597752019907,0.330914284564072
1794,2019,0.726868852839402,0.20324598706794,0.0671865527409184,0.00269860735174012
1795,2019,0.236380639499,0.313584086804219,0.277343718544595,0.172691555152186
1796.01,2019,0.302809394821902,0.275333373292674,0.235433668676593,0.186423563208831
1796.02,2019,0.303061866035461,0.275376953699508,0.235323877010325,0.186237303254706
1796.03,2019,0.457506245871873,0.24916848130485,0.174086795161491,0.119238477661786
1797.01,2019,0.303201780475999,0.27548041831196,0.235252270554886,0.186065530657156
1797.02,2019,0.301828934261487,0.274463138262582,0.235954218584266,0.187753708891665
1797.03,2019,0.301227823230822,0.274020706786958,0.23626251710965,0.188488952872569
1798.01,2019,0.185378107407741,0.188351594262713,0.295552948331885,0.330717349997661
1798.02,2019,0.185571461168205,0.188556572599688,0.295380081626309,0.330491884605798
1798.03,2019,0.185781284201201,0.189043318453166,0.294877387418071,0.330298009927562
1798.04,2019,0.187887807038013,0.191834103866611,0.292329283509969,0.327948805585407
1799,2019,0.227359556896472,0.215836626520826,0.287419950553397,0.269383866029306
1800.01,2019,0.262494990111006,0.290675965260102,0.202082526418796,0.244746518210096
1800.02,2019,0.260835412240606,0.288463798712046,0.204110237092691,0.246590551954657
1800.03,2019,0.262543237885703,0.290739425588959,0.202024959650428,0.24469237687491
1800.04,2019,0.26246425514552,0.29069516475203,0.202086656325269,0.24475392377718
1800.05,2019,0.26172720735659,0.289932726575249,0.202263815869647,0.246076250198513
1800.06,2019,0.262130493659827,0.290040392756353,0.202580321905883,0.245248791677936
1801,2019,0.194543206181841,0.191639849921537,0.293039335572985,0.320777608323637
1802,2019,0.360905353876181,0.2476494497214,0.252092489081819,0.1393527073206
1803,2019,0.268310790729225,0.278447448870708,0.24034498325487,0.212896777145197
1804,2019,0.26467894394865,0.279432667454727,0.239868701628498,0.216019686968125
1805,2019,0.152444354920335,0.173469373058901,0.317269557930824,0.356816714089939
1806,2019,0.153026310983148,0.169850376804054,0.324368085110441,0.352755227102358
1807,2019,0.254607935417681,0.185414404932235,0.21477971312539,0.345197946524694
1808,2019,0.264855564104686,0.278136550246276,0.239178467705295,0.217829417943743
1809,2019,0.264802529652251,0.279578578265819,0.239786337499853,0.215832554582077
1810,2019,0.307601355070359,0.270726458454801,0.183994476413995,0.237677710060845
1811,2019,0.171184104176502,0.199893741138943,0.228901436631839,0.400020718052716
1812,2019,0.307114708165822,0.269915800730367,0.183597037078058,0.239372454025753
1813,2019,0.308512198039978,0.270897311479464,0.183379892107408,0.23721059837315
1814.01,2019,0.24149471603743,0.32928848040357,0.349458995939347,0.0797578076196533
1814.02,2019,0.249781724554389,0.315855539547183,0.317720870998757,0.116641864899671
1815,2019,0.264238810097452,0.280789421560599,0.242354866086318,0.212616902255631
1816,2019,0.111313883050818,0.168393390115625,0.291263919724248,0.429028807109309
1817.01,2019,0.241847793229354,0.329760034446252,0.349671053954983,0.078721118369411
1817.02,2019,0.241847793229354,0.329760034446252,0.349671053954983,0.0787211183694109
1817.03,2019,0.241847793229354,0.329760034446252,0.349671053954983,0.0787211183694109
1818,2019,0.152775116362636,0.219861322631868,0.310049869308586,0.317313691696909
1819,2019,0.277779081933838,0.172782221354172,0.16261003980791,0.38682865690408
1820,2019,0.223279782754734,0.170989851814536,0.204768440575667,0.400961924855063
1821,2019,0.173498497697414,0.16544987644057,0.267576827892882,0.393474797969134
1822,2019,0.136088970847118,0.180484393906547,0.240772453891731,0.442654181354605
1823,2019,0.146530043576565,0.198744258804768,0.268379622697869,0.386346074920798
1824,2019,0.204029122302731,0.145580770970662,0.280306674837633,0.370083431888973
1825,2019,0.124432018759275,0.180488708712951,0.244124118314681,0.450955154213093
1826,2019,0.155286149944375,0.142734993673824,0.223757100257047,0.478221756124755
1827,2019,0.111619273402119,0.132157202413251,0.231340839720446,0.524882684464185
1828,2019,0.0821954472623504,0.136763668379286,0.161258574060616,0.619782310297747
1829,2019,0.0817277240246735,0.137030292025456,0.161443900217452,0.619798083732418
1830,2019,0.0976794488397974,0.127644147135909,0.216348520438864,0.55832788358543
1831,2019,0.223102218529978,0.159533295633483,0.211321643206247,0.406042842630291
1832.01,2019,0.221225327521096,0.159351572530445,0.211203430952057,0.408219668996402
1832.02,2019,0.223709549802877,0.15963309600155,0.211505412219185,0.405151941976388
1832.03,2019,0.223709549802877,0.15963309600155,0.211505412219185,0.405151941976388
1833.01,2019,0.0513116306134593,0.140096172523536,0.190548776225368,0.618043420637637
1833.02,2019,0.231348161556218,0.285745962966742,0.201873003513372,0.281032871963669
1833.03,2019,0.162103775741521,0.229596687361211,0.197487378615968,0.410812158281299
1834,2019,0.05144799101318,0.140037645268738,0.190583396826931,0.617930966891151
1835,2019,0.0514828005789017,0.140239471336372,0.190559779369696,0.61771794871503
1836,2019,0.167544731028601,0.149640647585116,0.166603507314234,0.516211114072049
1837,2019,0.293774924215033,0.35290680076037,0.209652626512311,0.143665648512285
1838.01,2019,0.29678544004292,0.352335872142457,0.20914657498891,0.141732112825713
1838.02,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1839,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1840,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1841.01,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1841.02,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1841.03,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1841.04,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1842.01,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1842.02,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1843.01,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1843.02,2019,0.293589660923438,0.352620451705097,0.209662396594666,0.144127490776799
1844,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1845.01,2019,0.295641720013682,0.35255447115098,0.209339221045496,0.142464587789842
1845.02,2019,0.295898753899062,0.352505344309564,0.20929592673993,0.142299975051444
1845.03,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1846.01,2019,0.295908960495809,0.352503393524518,0.209294207559918,0.142293438419756
1846.02,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1847.01,2019,0.31058820635622,0.349545921758954,0.206786543498454,0.133079328386371
1847.02,2019,0.310736983614538,0.349669316067417,0.206796603156947,0.132797097161098
1848.01,2019,0.223709549802877,0.15963309600155,0.211505412219185,0.405151941976388
1848.02,2019,0.254961015470259,0.227945869351429,0.209808098363324,0.307285016814988
1849.01,2019,0.223709549802877,0.15963309600155,0.211505412219185,0.405151941976388
1849.02,2019,0.238251471969348,0.200907737786076,0.211129226520166,0.34971156372441
1850,2019,0.222216953328539,0.159994583234759,0.212005960215265,0.405782503221437
1851.01,2019,0.166971493388767,0.136351212814345,0.2102018268848,0.486475466912088
1851.02,2019,0.2413291274456,0.160142603882952,0.177555229179282,0.420973039492165
1852.01,2019,0.151362778304241,0.129839345724256,0.21665366157293,0.502144214398574
1852.02,2019,0.199301429754895,0.145835985529902,0.195090748585242,0.459771836129961
1853.01,2019,0.14979281128832,0.129192804016215,0.216765381577951,0.504249003117514
1853.02,2019,0.173979273191361,0.168428687730959,0.215602222546453,0.441989816531227
1854.01,2019,0.151370988795305,0.134899937722182,0.216749463827482,0.49697960965503
1854.02,2019,0.152981746588016,0.135543125926794,0.216106674936916,0.495368452548274
1855,2019,0.293771551015889,0.352898904624283,0.209653332613861,0.143676211745967
1856,2019,0.277872944845009,0.17319423991406,0.162496596798929,0.386436218442002
1857,2019,0.277628049407246,0.175852758721478,0.163867452508768,0.382651739362508
1858,2019,0.257303448470589,0.33531925975184,0.228881986067816,0.178495305709755
1859,2019,0.272389735855513,0.362633716573303,0.211485853280671,0.153490694290513
1860,2019,0.283232392111503,0.390943463796992,0.221825368146985,0.10399877594452
1861,2019,0.261271574992607,0.196110708702002,0.273607467226305,0.269010249079086
1862,2019,0.260671941318466,0.195532047355143,0.273932474648518,0.269863536677873
1863,2019,0.206871309311002,0.149278132783926,0.283860541879946,0.359990016025126
1864,2019,0.243221623384238,0.301843932851454,0.255494867006658,0.19943957675765
1865.01,2019,0.246143270718085,0.308645840141729,0.253026804863399,0.192184084276787
1865.02,2019,0.250217343248781,0.318130716473865,0.249585231315006,0.182066708962349
1865.03,2019,0.243221623384238,0.301843932851454,0.255494867006658,0.19943957675765
1865.04,2019,0.243221623384238,0.301843932851454,0.255494867006658,0.19943957675765
1866.01,2019,0.282889526975028,0.393870734218014,0.222058629272605,0.101181109534352
1866.02,2019,0.282831983803672,0.393474296670588,0.222166505066398,0.101527214459342
1866.03,2019,0.246809385034063,0.310196625470786,0.252464104667759,0.190529884827393
1867.01,2019,0.283331766008004,0.392662688148381,0.221491345680525,0.10251420016309
1867.02,2019,0.282169145964709,0.392517928548755,0.222593939868398,0.102718985618138
1868.01,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1868.02,2019,0.292538226764487,0.351657097527222,0.210778097586397,0.145026578121894
1868.03,2019,0.293779107045359,0.352910472040819,0.2096529560804,0.143657464833422
1869.01,2019,0.243296646001375,0.301919710859786,0.255426841862146,0.199356801276694
1869.02,2019,0.249951974518355,0.310043994393675,0.249458189673036,0.190545841414934
1870,2019,0.242777236878895,0.298728430162917,0.254004470216282,0.204489862741906
1871,2019,0.146474362494776,0.113961926253667,0.159086683433039,0.580477027818519
1872,2019,0.260793796825575,0.103733800023132,0.162635283800882,0.472837119350411
