Geo,Year,SFDU,MFDU,GQDU
1884,2045,49,762,2
1885,2045,9,241,2
1886,2045,10,251,2
1887,2045,18,286,2
1888,2045,5,105,2
1889,2045,18,449,2
1890,2045,8,188,2
1891,2045,43,530,2
1892,2045,43,459,2
1893,2045,5,115,2
1894,2045,9,214,2
1895,2045,24,613,2
1896,2045,7,220,2
1897,2045,10,282,2
1898,2045,5,125,2
1899,2045,8,219,2
1900,2045,16,282,2
1901.01,2045,1337,487,2
1901.02,2045,215,78,2
1901.03,2045,128,46,2
1902,2045,561,356,2
1903,2045,447,1062,2
1904,2045,60,22,2
1905,2045,1894,1383,2
1906.01,2045,85,71,2
1906.02,2045,319,261,2
1907,2045,198,34,2
1908,2045,2111,795,2
1909,2045,58,9,2
1910,2045,67,24,2
1911,2045,612,226,2
1912,2045,393,144,2
1913,2045,391,436,2
1914,2045,309,343,2
1915,2045,56,887,2
1916,2045,46,556,2
1917,2045,23,345,2
1918,2045,185,1205,2
1919,2045,264,1572,2
1920,2045,282,1070,2
1921,2045,72,327,2
1922,2045,119,700,2
1923,2045,34,129,2
1924,2045,164,534,2
1925,2045,180,713,2
1926,2045,41,166,2
1927,2045,55,207,2
1928,2045,440,573,2
1929,2045,30,180,2
1930,2045,42,422,2
1931,2045,665,1394,2
1932,2045,157,392,2
1933,2045,318,412,2
1934,2045,183,236,2
1935,2045,901,1078,2
1936,2045,470,614,2
1937,2045,270,241,2
1938,2045,768,998,2
1939,2045,395,357,2
1940,2045,658,576,2
1941,2045,102,135,2
1942,2045,3,20,2
1943.01,2045,19,263,2
1943.02,2045,1,11,2
1943.03,2045,22,215,2
1944.01,2045,71,15,2
1944.02,2045,173,34,2
1944.03,2045,491,91,2
1944.04,2045,304,55,2
1944.05,2045,436,89,2
1944.06,2045,865,161,2
1945.01,2045,68,75,2
1945.02,2045,425,475,2
1945.03,2045,263,282,2
1946,2045,97,109,2
1947,2045,73,815,2
1948,2045,77,551,2
1949,2045,67,556,2
1950,2045,174,1016,2
1951,2045,86,735,2
1952,2045,317,642,2
1953,2045,92,821,2
1954,2045,202,1510,2
1955,2045,87,506,2
1956,2045,43,235,2
1957,2045,974,279,2
1958,2045,492,141,2
1959,2045,122,918,2
1960,2045,95,551,2
1961,2045,424,839,2
1962,2045,598,1281,2
1963,2045,498,511,2
1964,2045,150,143,2
1965,2045,73,331,2
1966.01,2045,89,88,2
1966.02,2045,163,159,2
1967,2045,358,352,2
1968.01,2045,974,243,2
1968.02,2045,252,62,2
1969.01,2045,630,242,2
1969.02,2045,250,95,2
1970,2045,224,212,2
1971,2045,381,150,2
1972.01,2045,79,73,2
1972.02,2045,272,255,2
1972.03,2045,47,44,2
1972.04,2045,230,222,2
1973.01,2045,756,292,2
1973.02,2045,163,61,2
1973.03,2045,510,195,2
1973.04,2045,610,236,2
1974,2045,583,550,2
1975,2045,304,1122,2
1976,2045,588,1283,2
1977,2045,120,542,2
1978,2045,233,1442,2
1979,2045,151,1786,2
1980,2045,116,1126,2
1981,2045,213,982,2
1982,2045,1691,1382,2
1983,2045,22,179,2
1984,2045,103,835,2
1985,2045,132,1047,2
1986,2045,768,2723,2
1987,2045,118,878,2
1988,2045,43,465,2
1989.01,2045,528,1794,2
1989.02,2045,42,143,2
1989.03,2045,17,57,2
1990,2045,1119,1016,2
1991,2045,99,96,2
1992,2045,75,73,2
1993,2045,7,18,2
1994,2045,154,312,2
1995,2045,12,35,2
1996,2045,306,825,2
1997,2045,30,227,2
1998,2045,424,1262,2
1999,2045,216,351,2
2000,2045,419,687,2
2001,2045,308,486,2
2002,2045,605,197,2
2003,2045,679,473,2
2004,2045,21,106,2
2005,2045,17,119,2
2006.01,2045,628,546,2
2006.02,2045,40,35,2
2007,2045,1316,1351,2
2008,2045,67,951,2
2009,2045,102,300,2
2010,2045,91,93,2
2011,2045,102,660,2
2012.01,2045,31,167,2
2012.02,2045,13,47,2
2013.01,2045,64,375,2
2013.02,2045,12,60,2
2014,2045,318,553,2
2015,2045,197,342,2
2016,2045,29,51,2
2017,2045,136,233,2
2018.01,2045,78,65,2
2018.02,2045,60,50,2
2018.03,2045,135,112,2
2019,2045,182,311,2
2020,2045,626,543,2
2021,2045,652,545,2
2022,2045,103,86,2
2023,2045,664,565,2
2024,2045,144,145,2
2025.01,2045,103,104,2
2025.02,2045,57,58,2
2025.03,2045,45,46,2
2026,2045,194,194,2
2027,2045,164,164,2
2028,2045,725,734,2
2029,2045,135,135,2
2030,2045,132,134,2
2031,2045,87,250,2
2032,2045,89,237,2
2033,2045,581,1702,2
2034,2045,909,2098,2
2035,2045,269,1240,2
2036.01,2045,710,71,2
2036.02,2045,112,42,2
2036.03,2045,56,2,2
2037,2045,75,655,2
2038,2045,993,1584,2
2039,2045,173,359,2
2040,2045,109,316,2
2041,2045,92,645,2
2042,2045,130,1312,2
2043,2045,44,319,2
2044.01,2045,2376,643,2
2044.02,2045,222,61,2
2045,2045,3200,858,2
2046,2045,45,89,2
2047.01,2045,508,1245,2
2047.02,2045,63,54,2
2048,2045,20,769,2
2049,2045,196,1233,2
2050,2045,48,305,2
2051,2045,80,518,2
2052,2045,685,777,2
2053,2045,91,558,2
2054,2045,486,575,2
2055,2045,69,421,2
2056,2045,44,281,2
2057,2045,101,656,2
2058,2045,76,341,2
2059,2045,2220,1177,2
2060,2045,919,785,2
2061.01,2045,129,61,2
2061.02,2045,372,161,2
2062.01,2045,62,328,2
2062.02,2045,429,1182,2
2062.03,2045,166,1081,2
2063.01,2045,41,52,2
2063.02,2045,1035,448,2
2064,2045,459,172,2
2065,2045,1213,455,2
2066.01,2045,122,183,2
2066.02,2045,266,398,2
2067,2045,335,911,2
2068,2045,210,2288,2
2069.01,2045,116,378,2
2069.02,2045,408,859,2
2070,2045,420,884,2
2071,2045,22,707,2
2072,2045,222,1299,2
2073.01,2045,569,193,2
2073.02,2045,1858,633,2
2073.03,2045,1857,2617,2
2074.01,2045,223,83,2
2074.02,2045,29,56,2
2075.01,2045,1017,650,2
2075.02,2045,863,550,2
2076.01,2045,346,221,2
2076.02,2045,478,307,2
2076.03,2045,468,297,2
2077,2045,36,552,2
2078,2045,11,180,2
2079.01,2045,77,119,2
2079.02,2045,772,1324,2
2080.01,2045,13,21,2
2080.02,2045,88,132,2
2080.03,2045,69,118,2
2080.04,2045,95,160,2
2081,2045,572,656,2
2082,2045,1392,2376,2
2083,2045,296,268,2
2084,2045,156,132,2
2085.01,2045,360,324,2
2085.02,2045,1578,1421,2
2086.01,2045,82,268,2
2086.02,2045,29,239,2
2086.03,2045,47,147,2
2087,2045,45,345,2
2088,2045,110,1181,2
2089.01,2045,490,7,183
2089.02,2045,497,10,183
2089.03,2045,38,1,2
2089.04,2045,184,93,183
2090,2045,552,78,2
2091,2045,59,345,2
2092,2045,12,97,2
2093,2045,29,241,2
2094,2045,2,65,2
2095,2045,8,353,2
2096.01,2045,130,763,2
2096.02,2045,94,512,2
2097,2045,124,230,2
2098,2045,338,523,2
2099.01,2045,75,144,2
2099.02,2045,343,647,2
2100,2045,404,780,2
2101,2045,99,175,2
2102,2045,263,468,2
2103,2045,15,20,2
2104,2045,91,162,2
2105,2045,108,192,2
2106,2045,1182,1309,2
2107,2045,13,52,2
2108,2045,170,330,2
2109,2045,101,178,2
2110,2045,99,193,2
2111.01,2045,41,80,2
2111.02,2045,551,59,2
2112.01,2045,123,7,2
2112.02,2045,356,10,2
2112.03,2045,44,2,2
2112.04,2045,77,2,2
2112.05,2045,6,0,2
2112.06,2045,79,3,2
2113,2045,42,234,2
2114.01,2045,128,264,2
2114.02,2045,47,302,2
2114.03,2045,9,50,2
2115.01,2045,57,239,2
2115.02,2045,82,411,2
2116.01,2045,100,194,2
2116.02,2045,18,36,2
2117.01,2045,74,146,2
2117.02,2045,23,67,2
2118,2045,74,196,2
2119,2045,66,175,2
2120,2045,52,132,2
2121,2045,26,66,2
2122,2045,165,187,2
2123,2045,15,18,2
2124,2045,3,23,2
2125,2045,266,1659,2
2126,2045,120,1369,2
2127,2045,107,1132,2
2128,2045,392,2209,2
2129,2045,115,718,2
2130,2045,139,934,2
2131,2045,88,1386,2
2132,2045,188,2049,2
2133,2045,153,1434,2
2134,2045,105,939,2
2135,2045,140,1819,2
2136,2045,177,1236,2
2137,2045,231,1218,2
2138,2045,527,1672,2
2139,2045,227,967,2
2140,2045,357,1203,2
2141,2045,118,639,2
2142,2045,686,1888,2
2143,2045,31,972,2
2144,2045,277,2063,2
2145,2045,386,1799,2
2146,2045,311,1615,2
2147,2045,226,1816,2
2148,2045,153,812,2
2149,2045,17,271,2
2150,2045,558,2017,2
2151,2045,3,90,2
2152,2045,11,313,2
2153,2045,6,186,2
2154,2045,10,331,2
2155,2045,21,488,2
2156,2045,8,386,2
2157,2045,6,311,2
2158,2045,19,567,2
2159,2045,9,146,2
